,sio2,tio2,al2o3,fe2o3,mgo,cao,mno,k2o,p2o5,rock_type
0,75.9707788033035,0.044774929804799996,9.693396535142499,1.0792533399653998,0.23008912500000003,0.330457655088,0.13109004710879987,3.6111016959999995,0.1163876626176,granite
1,92.0920152240144,0.0169770478848,8.0002280747375,0.1844099574384,0.23008912500000003,0.403356870576,0.01454897303039987,2.1940343479999997,0.2541390897408,granite
2,74.37722420672011,0.03353373755519983,6.2109550528475,0.3404428103747,0.23008912500000003,0.4422489778079999,0.019977694310399998,1.7608360959999998,0.23440335705600004,granite
3,67.89843655613821,0.0283673995008,9.142570137572498,0.21140200861209998,0.23008912500000003,0.483317414712,0.0095816930592,3.6576956239999996,0.2487898423296,granite
4,70.75931925430261,0.043649454585599996,11.508511095937498,0.3389093584754,0.23008912500000003,0.39117568723199997,0.017399051702399998,4.299518549999999,0.14931377556480002,granite
5,82.6079552520129,0.0624164148672,14.086640703034996,0.6151780313009,0.4255728456000001,0.29367924933599987,0.03021083392319987,4.467752986,0.17609323776,granite
6,86.70664368608672,0.03353373755519983,12.667343873944997,0.41594470550259993,0.23008912500000003,0.30171131496,0.020696999879999997,3.860514126,0.139794773184,granite
7,85.672337619744,0.028909797196799997,13.321921819002501,0.24619322912309985,0.23008912500000003,0.409337862912,0.010667437315199998,4.282533689999999,0.2753367285504,granite
8,87.6523608837585,0.04442237130239983,11.650213600482498,0.42758574895319984,0.23008912500000003,0.195650471808,0.0135582313968,3.7475226459999993,0.0565159617792,granite
9,88.3809711268011,0.0609383811456,11.587577280122497,0.49098491618769985,0.23008912500000003,0.24368629507200001,0.014345395982399999,3.5640018359999996,0.0501367350528,granite
10,83.297049939234,0.1271515798848,13.458228837402498,0.7703204928118,0.23008912500000003,0.252031501656,0.018064070059199997,3.8914964379999994,0.06425741921280001,granite
11,82.66223199067022,0.15016280213759997,14.103111134424998,0.9945672221718,0.35355494947500005,0.239443235064,0.0250671205104,3.8767762259999996,0.0555524327424,granite
