,sample_id,rock_name,qap_name,major_id,method_id,sio2,tio2,al2o3,fe2o3,mgo,cao,mno,k2o,na2o,p2o5,rock_type
45783,1012537,granite,monzogranite,571671,1,73.2,0.09,14.87,0.14,0.27,1.27,0.01,6.77,2.34,0.09,granite
45784,1012538,granite,monzogranite,577734,1,73.63,0.09,14.68,0.29,0.15,1.66,0.02,4.24,3.99,0.03,granite
45786,1012542,gneiss,monzogranite,588781,1,74.5,0.1,13.4,0.87,0.22,1.05,0.04,5.27,3.77,0.02,granite
45787,1012544,gneiss,monzogranite,588775,1,74.5,0.1,12.93,0.86,0.39,1.03,0.02,6.02,2.7,0.03,granite
45788,1012546,granite,monzogranite,586286,1,74.3,0.1,14.11,0.11,0.44,1.41,0.06,3.92,3.33,0.09,granite
45789,1012555,gneiss,monzogranite,594826,1,75.0,0.11,13.39,1.18,0.16,1.05,0.03,5.55,3.05,0.02,granite
45790,1012556,granite,monzogranite,568917,1,73.0,0.11,15.05,0.0,0.32,1.3,0.04,5.37,2.95,0.09,granite
45791,1012557,gneiss,monzogranite,608221,1,76.26,0.11,12.52,0.18,0.12,0.67,0.01,5.74,2.93,0.02,granite
45792,1012560,gneiss,monzogranite,596677,1,75.14,0.11,12.64,0.57,0.23,1.33,0.01,5.12,2.77,0.01,granite
45793,1012561,granite,monzogranite,554047,1,71.9,0.11,14.36,0.12,0.49,1.39,0.02,6.12,2.12,0.08,granite
45794,1012565,gneiss,syenogranite,550100,1,71.58,0.12,14.46,0.21,0.37,0.74,0.01,9.1,2.08,0.03,granite
45795,1012570,granite,monzogranite,566170,1,72.8,0.12,14.76,0.09,0.32,1.23,0.03,6.36,2.66,0.08,granite
45796,1012572,gneiss,monzogranite,597623,1,75.22,0.13,13.11,0.16,0.31,1.4,0.05,4.12,3.11,0.03,granite
45797,1012573,gneiss,syenogranite,583464,1,74.08,0.13,12.79,0.2,0.29,0.77,0.03,7.22,2.14,0.24,granite
45798,1012574,granite,monzogranite,581889,1,73.95,0.13,14.24,0.8,0.1,0.59,0.04,4.69,3.73,0.02,granite
45799,1012575,gneiss,monzogranite,588846,1,74.5,0.13,13.49,0.97,0.41,1.48,0.05,4.49,3.42,0.01,granite
45800,1012577,gneiss,monzogranite,585030,1,74.2,0.13,13.61,0.44,0.35,1.54,0.04,4.13,3.87,0.1,granite
45801,1012579,gneiss,monzogranite,578405,1,73.7,0.13,14.41,0.19,0.61,1.58,0.03,4.06,3.25,0.07,granite
45802,1012581,gneiss,monzogranite,602368,1,75.68,0.13,12.57,0.78,0.26,1.65,0.01,5.22,2.27,0.02,granite
45803,1012582,gneiss,monzogranite,611328,1,76.6,0.14,12.45,0.31,0.15,0.68,0.03,5.61,2.29,0.03,granite
45804,1012584,gneiss,monzogranite,564664,1,72.69,0.14,14.34,0.37,0.28,1.12,0.02,5.47,3.17,0.02,granite
45805,1012585,granite,monzogranite,561461,1,72.42,0.14,14.42,0.18,0.32,1.42,0.03,5.42,3.14,0.04,granite
45806,1012586,granite,monzogranite,602663,1,75.7,0.14,13.13,0.13,0.18,0.86,0.02,4.96,3.45,0.04,granite
45807,1012587,gneiss,monzogranite,599510,1,75.4,0.14,13.4,0.32,0.21,1.14,0.02,5.23,3.1,0.04,granite
45808,1012588,granite,monzogranite,596174,1,75.1,0.14,13.41,0.45,0.2,1.01,0.03,5.08,3.35,0.07,granite
45809,1012590,granite,monzogranite,592520,1,74.8,0.14,13.56,0.14,0.12,0.98,0.05,4.93,3.25,0.05,granite
45810,1012591,granite,monzogranite,571740,1,73.2,0.14,14.16,0.79,0.28,1.4,0.01,5.35,3.55,0.03,granite
45811,1012592,granite,monzogranite,590160,1,74.6,0.14,13.63,0.69,0.19,0.98,0.03,5.02,3.31,0.03,granite
45812,1012595,granite,monzogranite,579080,1,73.73,0.14,13.8,0.95,0.25,0.95,0.01,4.46,3.49,0.01,granite
45813,1012597,gneiss,monzogranite,545956,1,71.25,0.15,14.44,0.26,0.68,1.55,0.03,6.09,2.86,0.2,granite
45814,1012598,granite,monzogranite,603734,1,75.8,0.15,12.43,0.69,0.35,1.16,0.03,4.99,2.67,0.01,granite
45815,1012603,gneiss,monzogranite,607695,1,76.2,0.15,12.4,0.64,0.62,1.82,0.03,3.57,3.22,0.03,granite
45817,1012615,granite,syenogranite,529705,1,70.0,0.16,13.95,0.51,1.8,0.87,0.02,7.96,1.87,0.04,granite
45818,1012617,gneiss,monzogranite,588182,1,74.43,0.16,13.45,0.49,0.47,1.54,0.02,3.92,3.59,0.02,granite
45819,1012618,gneiss,monzogranite,583100,1,74.03,0.16,13.48,0.53,0.37,1.51,0.02,6.01,2.58,0.04,granite
45820,1012619,gneiss,monzogranite,593777,1,74.9,0.16,13.57,0.39,0.38,2.47,0.01,4.63,2.61,0.03,granite
45821,1012623,gneiss,monzogranite,581190,1,73.9,0.17,13.57,0.46,0.32,1.12,0.03,4.84,3.94,0.04,granite
45822,1012624,gneiss,monzogranite,582521,1,74.0,0.17,14.07,1.05,0.41,1.93,0.03,4.07,4.01,0.04,granite
45823,1012627,granite,monzogranite,563437,1,72.6,0.17,14.63,0.22,0.5,1.75,0.03,5.13,2.7,0.07,granite
45824,1012628,gneiss,monzogranite,617805,1,77.5,0.17,11.58,0.24,1.29,1.31,0.03,3.71,2.1,0.01,granite
45825,1012630,gneiss,monzogranite,623098,1,79.6,0.17,10.74,0.62,0.94,1.32,0.03,2.67,2.16,0.04,granite
45826,1012636,granite,monzogranite,613484,1,76.88,0.18,11.76,0.31,0.16,1.25,0.04,4.16,2.76,0.03,granite
45827,1012637,gneiss,monzogranite,556879,1,72.1,0.18,14.16,0.69,0.62,2.68,0.03,4.03,3.0,0.03,granite
45828,1012639,gneiss,monzogranite,597309,1,75.2,0.18,14.13,1.11,0.25,1.43,0.02,5.5,3.82,0.04,granite
45829,1012640,gneiss,monzogranite,577201,1,73.6,0.18,13.81,0.11,0.52,1.92,0.03,4.28,3.23,0.05,granite
45830,1012641,gneiss,monzogranite,578513,1,73.7,0.18,13.81,0.76,0.17,1.56,0.02,5.17,3.39,0.04,granite
45831,1012642,gneiss,monzogranite,605383,1,75.98,0.19,12.04,0.8,0.18,1.39,0.02,5.23,2.36,0.03,granite
45832,1012647,gneiss,monzogranite,613203,1,76.82,0.19,11.78,1.21,0.05,0.49,0.02,5.33,2.84,0.01,granite
45833,1012648,gneiss,monzogranite,579556,1,73.79,0.19,13.6,0.59,0.39,1.99,0.02,4.95,2.75,0.03,granite
45834,1012649,gneiss,monzogranite,566316,1,72.8,0.2,14.28,0.68,0.61,2.09,0.03,4.3,3.4,0.1,granite
45835,1012650,gneiss,monzogranite,621150,1,78.5,0.2,10.37,0.96,0.9,0.78,0.02,4.27,2.78,0.01,granite
45836,1012651,gneiss,monzogranite,600691,1,75.5,0.2,13.09,0.96,0.41,1.62,0.03,5.55,2.7,0.04,granite
45837,1012652,gneiss,monzogranite,590284,1,74.6,0.2,13.56,0.92,0.21,1.64,0.01,5.02,3.24,0.04,granite
45838,1012655,granite,monzogranite,578593,1,73.7,0.21,13.43,0.71,0.33,1.3,0.02,4.43,3.6,0.06,granite
45839,1012657,granite,monzogranite,566334,1,72.8,0.21,13.52,1.4,0.38,0.99,0.03,6.01,2.68,0.05,granite
45840,1012659,gneiss,monzogranite,571928,1,73.2,0.21,14.0,0.9,0.51,2.28,0.03,3.92,3.1,0.06,granite
45841,1012663,granite,monzogranite,589604,1,74.55,0.21,12.45,0.86,0.12,0.79,0.05,5.44,3.36,0.03,granite
45842,1012666,gneiss,monzogranite,608744,1,76.3,0.21,11.46,1.23,0.07,0.9,0.06,4.4,3.0,0.04,granite
45843,1012667,gneiss,monzogranite,616088,1,77.2,0.22,12.18,0.36,0.17,0.48,0.01,5.83,2.1,0.03,granite
45844,1012668,gneiss,monzogranite,618593,1,77.69,0.22,11.39,0.84,0.24,1.03,0.04,4.47,3.0,0.02,granite
45845,1012670,gneiss,monzogranite,577293,1,73.6,0.22,14.01,0.79,0.55,1.25,0.03,5.88,2.88,0.09,granite
45846,1012672,gneiss,monzogranite,550370,1,71.6,0.22,15.13,1.07,0.37,1.27,0.02,5.41,3.63,0.07,granite
45847,1012674,gneiss,monzogranite,561759,1,72.46,0.22,14.24,0.52,0.46,1.57,0.03,3.98,3.85,0.03,granite
45848,1012675,gneiss,monzogranite,608767,1,76.3,0.23,13.1,0.43,0.12,0.85,0.03,5.58,2.55,0.05,granite
45849,1012676,granite,syenogranite,548435,1,71.43,0.23,14.35,0.39,0.34,0.7,0.02,8.64,2.15,0.17,granite
45850,1012677,gneiss,monzogranite,589069,1,74.5,0.23,13.52,0.18,0.26,0.96,0.02,5.52,2.95,0.14,granite
45851,1012681,gneiss,monzogranite,600735,1,75.5,0.23,12.42,0.3,0.46,0.7,0.04,5.85,1.85,0.06,granite
45852,1012682,gneiss,monzogranite,575940,1,73.5,0.23,13.0,0.3,0.83,1.3,0.01,5.42,1.97,0.08,granite
45853,1012683,gneiss,monzogranite,555578,1,72.0,0.23,14.47,0.57,0.67,1.52,0.02,4.52,3.84,0.11,granite
45854,1012687,gneiss,monzogranite,587805,1,74.4,0.24,13.77,1.21,0.43,2.23,0.02,4.62,3.03,0.06,granite
45855,1012689,gneiss,monzogranite,575964,1,73.5,0.24,12.82,0.78,0.45,1.22,0.03,4.85,2.33,0.09,granite
45856,1012693,granite,monzogranite,562303,1,72.5,0.24,13.98,0.47,0.47,2.01,0.03,5.49,2.31,0.02,granite
45857,1012700,granite,monzogranite,604852,1,75.9,0.25,11.77,1.21,0.0,1.14,0.02,6.14,2.0,0.04,granite
45858,1012701,gneiss,monzogranite,563608,1,72.6,0.25,14.46,0.13,0.66,1.83,0.03,5.43,2.51,0.04,granite
45859,1012702,gneiss,monzogranite,557004,1,72.1,0.25,14.5,0.21,0.99,1.9,0.09,3.72,3.11,0.07,granite
45860,1012703,granite,monzogranite,551400,1,71.69,0.25,14.33,0.79,0.36,1.72,0.03,4.75,3.47,0.05,granite
45861,1012706,gneiss,monzogranite,581685,1,73.92,0.26,13.1,0.74,0.3,0.78,0.04,4.41,3.76,0.06,granite
45862,1012709,gneiss,monzogranite,573949,1,73.35,0.26,13.58,0.35,0.33,0.77,0.05,5.99,2.75,0.07,granite
45863,1012713,gneiss,monzogranite,551680,1,71.7,0.26,14.48,0.73,0.91,2.67,0.03,4.24,3.04,0.02,granite
45864,1012715,gneiss,monzogranite,617320,1,77.4,0.26,10.82,0.22,0.52,0.37,0.01,5.8,2.03,0.04,granite
45865,1012727,granite,monzogranite,549159,1,71.5,0.27,14.64,0.53,0.39,1.49,0.02,5.31,2.81,0.06,granite
45866,1012728,granite,monzogranite,577382,1,73.6,0.27,14.25,0.11,0.37,1.27,0.03,4.88,3.25,0.09,granite
45867,1012739,granite,monzogranite,566506,1,72.8,0.28,14.03,0.27,0.6,0.96,0.04,5.55,2.16,0.31,granite
45868,1012748,granite,monzogranite,572095,1,73.2,0.29,13.81,0.81,0.42,1.31,0.03,6.05,2.49,0.09,granite
45869,1012751,gneiss,monzogranite,540048,1,70.8,0.29,15.31,0.75,0.51,1.9,0.02,4.85,3.8,0.08,granite
45870,1012756,granite,monzogranite,547883,1,71.4,0.29,13.99,0.74,0.36,1.84,0.03,4.59,3.6,0.08,granite
45871,1012757,gneiss,monzogranite,573415,1,73.3,0.29,13.74,0.69,0.43,1.4,0.02,4.78,3.76,0.05,granite
45872,1012759,granite,monzogranite,569687,1,73.02,0.3,13.46,0.78,0.37,1.09,0.05,5.52,2.98,0.06,granite
45873,1012760,gneiss,monzogranite,594521,1,74.97,0.3,13.34,0.71,0.12,1.91,0.02,4.78,2.8,0.03,granite
45874,1012762,granite,monzogranite,523878,1,69.5,0.3,15.28,0.27,0.89,1.83,0.04,6.0,2.67,0.23,granite
45875,1012763,granite,monzogranite,512095,1,68.5,0.3,15.0,0.37,2.43,1.17,0.06,3.43,1.39,0.12,granite
45876,1012767,gneiss,monzogranite,622532,1,79.2,0.3,10.91,0.13,0.48,0.91,0.01,4.93,2.16,0.02,granite
45877,1012772,gneiss,monzogranite,559382,1,72.29,0.31,14.3,0.22,0.56,1.65,0.04,4.73,2.94,0.08,granite
45878,1012773,granite,monzogranite,537005,1,70.55,0.31,14.64,0.63,0.61,1.58,0.05,5.3,3.33,0.21,granite
45879,1012774,granite,monzogranite,553901,1,71.88,0.31,13.37,0.59,0.58,1.98,0.06,4.23,3.63,0.07,granite
45880,1012778,aplite,monzogranite,558993,1,72.24,0.31,14.07,0.45,0.45,1.58,0.01,5.24,2.95,0.08,granite
45881,1012781,granite,monzogranite,561927,1,72.48,0.32,14.06,0.66,0.46,1.26,0.03,4.83,3.14,0.06,granite
45882,1012783,gneiss,monzogranite,581439,1,73.9,0.32,11.81,0.8,1.26,1.61,0.2,4.77,2.2,0.06,granite
45883,1012784,gneiss,syenogranite,587885,1,74.4,0.32,10.7,0.9,1.45,0.19,0.03,6.1,1.71,0.02,granite
45884,1012787,granite,monzogranite,535035,1,70.4,0.32,14.96,0.39,1.13,2.38,0.04,3.82,2.51,0.12,granite
45885,1012789,granite,monzogranite,570220,1,73.09,0.32,13.5,0.54,0.48,1.31,0.03,6.31,2.43,0.05,granite
45886,1012791,gneiss,monzogranite,578952,1,73.71,0.33,13.32,0.93,0.39,1.22,0.03,5.93,2.7,0.03,granite
45887,1012793,gneiss,monzogranite,569351,1,73.0,0.33,13.72,0.88,0.36,1.53,0.04,5.42,3.25,0.02,granite
45888,1012794,gneiss,monzogranite,565232,1,72.7,0.33,14.1,0.4,0.86,2.61,0.05,3.92,2.26,0.05,granite
45889,1012796,gneiss,monzogranite,542696,1,71.0,0.33,14.96,0.32,0.54,2.03,0.01,5.72,2.87,0.13,granite
45890,1012800,granite,monzogranite,549878,1,71.55,0.34,13.92,1.17,0.64,1.17,0.02,6.02,2.59,0.08,granite
45891,1012801,gneiss,monzogranite,611444,1,76.6,0.34,11.23,0.88,0.33,1.14,0.07,6.11,2.1,0.04,granite
45892,1012804,gneiss,monzogranite,555826,1,72.0,0.34,13.88,0.67,0.87,2.17,0.03,6.11,2.03,0.15,granite
45893,1012805,gneiss,monzogranite,567992,1,72.9,0.34,13.65,0.19,1.17,3.09,0.05,3.2,2.04,0.04,granite
45894,1012806,granite,monzogranite,543184,1,71.02,0.34,14.27,0.74,0.49,1.81,0.04,4.83,3.56,0.09,granite
45895,1012810,gneiss,monzogranite,538490,1,70.68,0.35,15.12,0.57,0.83,2.51,0.03,4.16,3.41,0.06,granite
45896,1012817,gneiss,monzogranite,586657,1,74.3,0.35,12.06,1.24,0.35,1.42,0.02,5.03,2.79,0.06,granite
45897,1012820,gneiss,monzogranite,577453,1,73.6,0.35,12.96,0.35,0.81,2.12,0.05,3.81,2.69,0.08,granite
45898,1012821,gneiss,monzogranite,527507,1,69.8,0.35,14.06,1.23,1.3,2.73,0.03,4.13,3.69,0.17,granite
45899,1012825,gneiss,monzogranite,548897,1,71.49,0.36,14.45,0.34,0.78,1.4,0.04,5.62,3.19,0.08,granite
45900,1012826,granite,monzogranite,553530,1,71.83,0.36,14.26,0.71,0.58,1.46,0.03,4.66,3.16,0.08,granite
45901,1012828,gneiss,monzogranite,561207,1,72.4,0.36,13.37,0.59,0.88,2.15,0.05,4.31,2.66,0.11,granite
45902,1012837,granite,monzogranite,551869,1,71.7,0.36,14.01,1.38,0.61,1.21,0.04,4.89,3.21,0.18,granite
45903,1012840,granite,monzogranite,563805,1,72.6,0.37,13.87,1.16,0.45,1.77,0.05,4.11,3.45,0.05,granite
45904,1012841,granite,monzogranite,507064,1,68.02,0.37,14.38,0.65,0.29,1.8,0.05,7.12,2.37,0.06,granite
45905,1012842,granite,monzogranite,509983,1,68.3,0.37,14.96,2.45,0.1,0.89,0.03,7.2,2.9,0.02,granite
45906,1012843,granite,monzogranite,533548,1,70.28,0.37,14.59,0.56,0.53,1.15,0.02,7.39,2.35,0.18,granite
45907,1012844,gneiss,monzogranite,535757,1,70.45,0.37,14.84,0.57,0.41,1.32,0.04,7.11,2.6,0.17,granite
45908,1012848,gneiss,monzogranite,591577,1,74.7,0.37,11.89,1.38,0.41,1.44,0.02,5.03,3.01,0.06,granite
45909,1012850,granite,monzogranite,540186,1,70.8,0.37,14.71,0.32,1.23,1.93,0.04,4.77,2.51,0.08,granite
45910,1012853,granite,monzogranite,510413,1,68.31,0.37,15.35,0.63,0.75,2.18,0.06,5.8,3.66,0.58,granite
45911,1012858,granite,monzogranite,598758,1,75.31,0.38,12.61,0.86,0.2,1.83,0.02,4.96,2.08,0.01,granite
45912,1012859,gneiss,monzogranite,587214,1,74.37,0.38,12.6,1.34,0.66,1.73,0.05,3.71,2.26,0.08,granite
45913,1012870,gneiss,monzogranite,538505,1,70.68,0.39,15.12,0.3,0.91,2.08,0.05,4.2,2.68,0.07,granite
45914,1012874,gneiss,monzogranite,546730,1,71.3,0.39,13.83,0.49,0.29,2.15,0.08,5.06,2.55,0.14,granite
45915,1012876,gneiss,monzogranite,472754,1,64.91,0.39,14.93,0.88,1.43,3.79,0.1,5.78,2.59,0.14,granite
45916,1012879,granite,monzogranite,570006,1,73.06,0.4,11.75,0.8,0.23,1.52,0.05,4.89,2.23,0.11,granite
45917,1012880,gneiss,monzogranite,527999,1,69.82,0.4,14.98,0.89,1.07,2.73,0.06,4.11,3.04,0.1,granite
45918,1012886,granite,syenogranite,563825,1,72.6,0.4,13.45,0.38,1.19,1.22,0.04,5.56,1.43,0.19,granite
45919,1012887,granite,monzogranite,551913,1,71.7,0.4,14.18,0.23,0.82,1.11,0.04,5.3,2.54,0.22,granite
45920,1012893,gneiss,monzogranite,539237,1,70.71,0.41,14.14,2.33,1.12,1.77,0.09,4.14,2.47,0.01,granite
45921,1012897,gneiss,monzogranite,608827,1,76.3,0.41,11.06,1.0,1.14,1.48,0.03,3.03,2.42,0.07,granite
45922,1012917,granulite,diorite,246973,1,50.8,0.43,25.1,2.62,2.54,11.81,0.06,0.58,3.15,0.02,diorite
45923,1012918,gneiss,monzogranite,551933,1,71.7,0.43,13.63,0.77,0.88,2.17,0.05,4.96,2.5,0.11,granite
45924,1012920,granite,monzogranite,534031,1,70.3,0.43,14.52,0.41,1.0,1.99,0.04,4.26,2.88,0.15,granite
45925,1012926,gneiss,monzogranite,598652,1,75.3,0.44,10.55,1.61,0.77,1.19,0.04,3.5,3.03,0.02,granite
45926,1012942,granite,monzogranite,528861,1,69.9,0.45,14.44,0.44,0.99,1.36,0.04,6.15,2.83,0.14,granite
45927,1012971,gneiss,monzogranite,584138,1,74.1,0.48,11.48,1.39,1.25,1.32,0.05,5.37,2.05,0.08,granite
45928,1012978,granite,monzogranite,556422,1,72.05,0.49,11.84,1.4,0.33,2.12,0.06,4.93,1.73,0.16,granite
45929,1012982,granite,monzogranite,520570,1,69.2,0.49,14.56,1.12,0.93,2.71,0.08,3.89,3.6,0.15,granite
45930,1012996,granite,monzogranite,539080,1,70.7,0.5,13.41,0.66,0.26,1.85,0.04,6.36,2.08,0.16,granite
45931,1012999,gneiss,monzogranite,570856,1,73.1,0.5,12.71,0.91,0.9,1.72,0.09,4.59,1.62,0.11,granite
45932,1013001,gneiss,monzogranite,561297,1,72.4,0.5,12.28,0.67,1.38,1.11,0.18,5.19,1.58,0.06,granite
45933,1013003,gneiss,monzogranite,525867,1,69.66,0.5,14.6,0.65,1.08,2.53,0.03,4.42,2.9,0.1,granite
45934,1013004,gneiss,monzogranite,524157,1,69.5,0.5,13.68,2.19,0.81,1.56,0.03,5.58,3.15,0.23,granite
45935,1013008,granulite,diorite,295222,1,52.3,0.51,15.04,2.35,9.19,9.23,0.22,0.3,2.7,0.05,diorite
45936,1013024,gneiss,monzogranite,545578,1,71.2,0.52,14.46,0.25,0.85,1.71,0.02,4.98,2.7,0.06,granite
45937,1013034,gneiss,syenogranite,601875,1,75.6,0.53,11.28,0.35,1.39,0.33,0.08,5.65,1.26,0.04,granite
45938,1013047,gneiss,monzogranite,539101,1,70.7,0.54,12.01,0.76,2.44,0.95,0.06,4.62,2.11,0.04,granite
45939,1013048,granite,monzogranite,544250,1,71.1,0.54,13.63,0.35,1.61,1.85,0.05,3.91,2.41,0.22,granite
45940,1013051,granite,monzogranite,540362,1,70.8,0.54,13.86,1.19,0.75,1.18,0.04,6.38,2.31,0.08,granite
45941,1013053,granite,monzogranite,528948,1,69.9,0.54,13.87,0.49,1.93,1.65,0.06,3.53,1.68,0.17,granite
45942,1013055,gneiss,monzogranite,524212,1,69.5,0.55,13.59,1.52,0.95,2.04,0.05,4.26,3.4,0.17,granite
45943,1013062,gneiss,monzogranite,511304,1,68.4,0.55,15.21,0.27,0.9,1.01,0.04,6.38,2.17,0.09,granite
45944,1013064,gneiss,monzogranite,513657,1,68.6,0.55,15.33,0.63,0.68,2.4,0.03,5.09,2.87,0.17,granite
45945,1013069,gneiss,monzogranite,517082,1,68.9,0.55,13.84,2.32,0.84,1.56,0.03,5.54,3.3,0.25,granite
45946,1013074,granite,monzogranite,536606,1,70.5,0.56,13.86,1.01,0.6,1.75,0.06,5.58,2.71,0.04,granite
45947,1013075,gneiss,monzogranite,533230,1,70.23,0.56,13.08,1.02,0.44,1.9,0.08,5.62,2.7,0.11,granite
45948,1013080,granite,monzogranite,525380,1,69.6,0.56,14.51,0.47,0.78,1.43,0.05,5.88,2.72,0.14,granite
45949,1013082,granite,monzogranite,536609,1,70.5,0.56,14.65,0.72,0.85,1.7,0.02,5.73,2.69,0.16,granite
45950,1013083,granite,monzogranite,514799,1,68.7,0.56,14.22,0.54,1.99,1.63,0.06,3.88,2.04,0.13,granite
45951,1013096,gneiss,monzogranite,474678,1,65.1,0.57,15.32,1.42,2.41,2.91,0.08,4.31,2.91,0.18,granite
45952,1013101,granite,monzogranite,527270,1,69.79,0.57,15.01,1.14,1.13,2.25,0.06,4.09,2.67,0.19,granite
45953,1013112,gneiss,monzogranite,517427,1,68.93,0.59,14.44,0.86,0.67,1.72,0.08,5.83,2.46,0.16,granite
45954,1013135,pegmatite,syenogranite,501411,1,67.53,0.6,15.24,0.42,0.79,1.05,0.02,8.01,2.33,0.13,granite
45955,1013145,granite,monzogranite,490577,1,66.55,0.61,15.25,0.84,0.44,2.81,0.06,5.87,2.6,0.19,granite
45956,1013146,granite,monzogranite,540398,1,70.8,0.63,14.11,1.19,0.93,2.76,0.04,5.31,2.05,0.14,granite
45957,1013147,gneiss,monzogranite,522434,1,69.37,0.61,13.74,0.92,1.12,2.29,0.05,3.95,2.86,0.28,granite
45958,1013152,gneiss,monzogranite,526618,1,69.7,0.61,14.2,0.31,2.27,1.52,0.06,4.46,2.24,0.06,granite
45959,1013162,granite,monzogranite,514842,1,68.7,0.62,14.46,1.23,0.72,2.32,0.05,4.75,3.1,0.11,granite
45960,1013170,granite,monzogranite,545612,1,71.2,0.63,13.68,0.81,0.6,1.48,0.02,6.0,2.76,0.2,granite
45961,1013171,granite,syenogranite,617888,1,77.5,0.63,11.3,0.6,0.17,0.64,0.02,6.15,1.91,0.07,granite
45962,1013188,granite,monzogranite,526639,1,69.7,0.65,14.01,1.13,0.7,1.7,0.04,5.67,2.67,0.29,granite
45963,1013198,gneiss,monzogranite,577547,1,73.6,0.66,12.13,0.55,1.28,1.09,0.04,4.46,1.89,0.11,granite
45964,1013206,granite,monzogranite,521887,1,69.3,0.67,13.49,1.14,0.77,1.68,0.03,5.5,2.59,0.27,granite
45965,1013212,granulite,diorite,141348,1,48.23,0.68,18.42,2.12,7.93,12.57,0.14,0.23,1.43,0.03,diorite
45966,1013214,gneiss,monzogranite,526649,1,69.7,0.68,13.33,1.31,1.07,2.43,0.07,3.93,3.35,0.23,granite
45967,1013219,granite,monzogranite,515999,1,68.8,0.68,14.1,0.87,0.35,2.25,0.05,6.28,2.11,0.22,granite
45968,1013223,gabbro,diorite,306191,1,52.8,0.68,19.04,1.27,6.79,7.79,0.12,0.67,3.46,0.09,diorite
45969,1013226,granite,monzogranite,483539,1,65.9,0.68,15.9,0.4,2.29,2.15,0.08,4.67,1.83,0.21,granite
45970,1013228,gneiss,monzogranite,538170,1,70.63,0.69,13.25,1.75,0.84,2.46,0.1,3.17,2.05,0.12,granite
45971,1013232,granite,monzogranite,535386,1,70.4,0.69,13.1,1.88,0.25,2.33,0.05,5.08,1.81,0.27,granite
45972,1013241,gneiss,monzogranite,541681,1,70.9,0.7,12.02,1.68,0.62,2.06,0.07,4.56,2.65,0.2,granite
45973,1013245,gneiss,monzogranite,540414,1,70.8,0.7,13.96,0.89,0.99,1.69,0.14,4.7,2.61,0.19,granite
45974,1013250,granite,monzogranite,480334,1,65.6,0.7,15.56,1.04,0.73,2.79,0.07,5.84,3.0,0.24,granite
45975,1013255,gneiss,monzogranite,510748,1,68.36,0.71,14.34,0.43,0.65,1.52,0.03,6.44,2.73,0.16,granite
45976,1013259,granite,monzogranite,483560,1,65.9,0.71,15.34,0.43,2.57,2.12,0.07,4.28,2.04,0.14,granite
45977,1013261,granite,monzogranite,501191,1,67.5,0.71,14.4,1.16,0.76,2.38,0.07,5.74,2.89,0.2,granite
45978,1013265,granulite,diorite,290522,1,52.1,0.72,14.24,1.33,7.23,9.91,0.19,0.61,3.2,0.09,diorite
45979,1013267,gneiss,monzogranite,513756,1,68.6,0.72,14.73,0.22,0.95,1.79,0.02,5.3,2.49,0.16,granite
45980,1013268,granite,monzogranite,511415,1,68.4,0.72,14.44,0.4,1.38,2.49,0.07,4.01,2.58,0.24,granite
45981,1013277,gneiss,monzogranite,553302,1,71.8,0.73,11.93,1.34,0.57,2.07,0.07,4.44,2.95,0.21,granite
45982,1013285,gabbro,diorite,255686,1,51.0,0.73,17.95,0.89,7.68,10.28,0.18,0.69,2.15,0.1,diorite
45983,1013296,gneiss,monzogranite,519589,1,69.1,0.74,14.09,1.26,0.9,2.24,0.04,5.62,2.46,0.22,granite
45984,1013298,granite,monzogranite,518391,1,69.0,0.74,14.45,0.66,0.91,1.87,0.04,5.29,2.6,0.29,granite
45985,1013304,southern younger group,monzogranite,495789,5254,67.01,0.74,14.32,0.82,1.11,2.14,0.04,5.55,3.46,0.33,granite
45986,1013325,gneiss,monzogranite,557381,1,72.1,0.76,12.22,1.09,0.57,2.31,0.07,4.47,2.75,0.21,granite
45987,1013333,monzonite,monzogranite,481457,1,65.7,0.76,14.9,1.39,0.67,2.46,0.07,5.08,3.63,0.27,granite
45988,1013337,granite,monzogranite,514905,5254,68.7,0.76,14.85,0.61,0.75,1.47,0.02,5.97,2.49,0.22,granite
45989,1013341,granulite,diorite,222972,1,50.3,0.77,14.62,1.58,7.57,11.17,0.2,0.32,2.63,0.06,diorite
45990,1013343,granite,monzogranite,513773,1,68.6,0.77,13.52,1.47,0.7,1.81,0.04,5.45,2.58,0.32,granite
45991,1013354,granite,monzogranite,506891,1,68.0,0.77,15.41,0.53,0.79,1.86,0.01,5.79,2.67,0.2,granite
45992,1013355,granite,monzogranite,517181,5254,68.9,0.77,14.63,0.47,0.71,1.46,0.02,5.68,2.59,0.2,granite
45993,1013363,gneiss,monzogranite,539159,1,70.7,0.78,12.16,1.25,0.62,2.16,0.07,4.43,2.9,0.22,granite
45994,1013366,gneiss,monzogranite,506892,1,68.0,0.78,13.59,1.79,1.17,3.08,0.08,3.74,3.29,0.17,granite
45995,1013367,granite,monzogranite,540417,1,70.8,0.78,13.58,1.06,0.86,2.15,0.05,6.36,1.61,0.24,granite
45996,1013372,granite,monzogranite,510361,1,68.3,0.78,14.77,0.56,0.76,1.47,0.02,5.71,2.58,0.24,granite
45997,1013373,gneiss,monzogranite,543020,1,71.0,0.78,12.34,1.41,0.72,2.29,0.07,4.62,2.4,0.22,granite
